"InteractorAChr","InteractorAStart","InteractorAEnd","InteractorBChr","InteractorBStart","InteractorBEnd","Agene","Bgene","Organism","CellTissue","Detection_Method","Confidence_Score1","Confidence_Score2","Contact_Frequency","Pubmed_ID"
"chr19",54657233,54663039,"chr19",54703388,54706734,"CNOT3,ENSG00000088038","RPS9,ENSG00000170889","hg19","GM12878","5C",0.000105524721471394,0.000105524721471394,858,22955621
"chr19",54657233,54663039,"chr19",54703388,54706734,"CNOT3,ENSG00000088038","RPS9,ENSG00000170889","hg19","HELA","5C",0.000105524721471394,0.000105524721471394,858,22955621
"chr19",54657233,54663039,"chr19",54882151,54893239,"CNOT3,ENSG00000088038","LAIR1,ENSG00000167613","hg19","HELA","5C",3.86006167481739e-07,3.86006167481739e-07,568,22955621
"chr19",54657233,54663039,"chr19",54882151,54893239,"CNOT3,ENSG00000088038","LAIR1,ENSG00000167613","hg19","K562","5C",3.86006167481739e-07,3.86006167481739e-07,568,22955621
"chr20",33851286,33868733,"chr20",34021575,34028951,"EDEM2,ENSG00000088298","GDF5,ENSG00000125965","hg19","HELA","5C",0,0,1425,22955621
"chr20",33851286,33868733,"chr20",34124012,34154818,"EDEM2,ENSG00000088298","ERGIC3,ENSG00000125991","hg19","HELA","5C",0,0,1179,22955621
"chr20",33851286,33868733,"chr20",34194345,34209462,"EDEM2,ENSG00000088298","SPAG4,ENSG00000061656","hg19","HELA","5C",0,0,1197,22955621
"chr20",33851286,33868733,"chr20",34194345,34209462,"EDEM2,ENSG00000088298","SPAG4,ENSG00000061656","hg19","K562","5C",0,0,1197,22955621
"chr20",33868733,33888526,"chr20",33981077,33987119,"EIF6,FAM83C","UQCC1,ENSG00000101019","hg19","HELA","5C",7.56755061846831e-05,7.56755061846831e-05,1173,22955621
"chr20",33895258,33906002,"chr20",33981077,33987119,"UQCC1,ENSG00000101019","UQCC1,ENSG00000101019","hg19","HELA","5C",0.00213664111275925,0.00213664111275925,1113,22955621
"chr20",34086509,34095771,"chr20",34194345,34209462,"CEP250,ENSG00000126001","SPAG4,ENSG00000061656","hg19","GM12878","5C",2.1566665791206e-05,2.1566665791206e-05,1163,22955621
"chr20",34086509,34095771,"chr20",34194345,34209462,"CEP250,ENSG00000126001","SPAG4,ENSG00000061656","hg19","HELA","5C",2.1566665791206e-05,2.1566665791206e-05,1163,22955621
"chr20",34086509,34095771,"chr20",34263821,34267844,"CEP250,ENSG00000126001","NFS1,ENSG00000244005","hg19","GM12878","5C",0,0,1184,22955621
"chr20",34086509,34095771,"chr20",34263821,34267844,"CEP250,ENSG00000126001","NFS1,ENSG00000244005","hg19","H1ESC","5C",0,0,1184,22955621
"chr20",34086509,34095771,"chr20",34263821,34267844,"CEP250,ENSG00000126001","NFS1,ENSG00000244005","hg19","HELA","5C",0,0,1184,22955621
"chr20",34086509,34095771,"chr20",34267844,34286390,"CEP250,ENSG00000126001","NFS1,ENSG00000244005","hg19","K562","5C",0.00233743573073579,0.00233743573073579,154,22955621
"chr20",34086509,34095771,"chr20",34292924,34300586,"CEP250,ENSG00000126001","RBM39,ENSG00000131051","hg19","HELA","5C",1.18286434005038e-05,1.18286434005038e-05,999,22955621
"chr21",34175993,34185106,"chr21",34539806,34547319,"C21orf62,ENSG00000205929","C21orf54,ENSG00000229086","hg19","GM12878","5C",6.85005743692269e-05,6.85005743692269e-05,167,22955621
"chr21",34175993,34185106,"chr21",34775307,34782293,"C21orf62,ENSG00000205929","IFNGR2,ENSG00000159128","hg19","HELA","5C",0.00130203214732866,0.00130203214732866,214,22955621
"chr21",34175993,34185106,"chr21",34819525,34821921,"C21orf62,ENSG00000205929","TMEM50B,ENSG00000142188","hg19","GM12878","5C",3.45424495224773e-05,3.45424495224773e-05,255,22955621
"chr21",34175993,34185106,"chr21",34819525,34821921,"C21orf62,ENSG00000205929","TMEM50B,ENSG00000142188","hg19","HELA","5C",3.45424495224773e-05,3.45424495224773e-05,255,22955621
"chr21",34175993,34185106,"chr21",34883480,34892700,"C21orf62,ENSG00000205929","GART,ENSG00000159131","hg19","GM12878","5C",0.000130868313433508,0.000130868313433508,91,22955621
"chr21",34175993,34185106,"chr21",34949753,34954485,"C21orf62,ENSG00000205929","DONSON,ENSG00000159147","hg19","GM12878","5C",0.00553162140406222,0.00553162140406222,68,22955621
"chr21",34175993,34185106,"chr21",34954683,34958824,"C21orf62,ENSG00000205929","DONSON,ENSG00000159147","hg19","GM12878","5C",0.000599448676202965,0.000599448676202965,78,22955621
"chr21",34175993,34185106,"chr21",34981157,34992256,"C21orf62,ENSG00000205929","CRYZL1,ENSG00000205758","hg19","GM12878","5C",0.00576037568575841,0.00576037568575841,55,22955621
"chr21",34175993,34185106,"chr21",34981157,34992256,"C21orf62,ENSG00000205929","CRYZL1,ENSG00000205758","hg19","K562","5C",0.00576037568575841,0.00576037568575841,55,22955621
"chr21",34175993,34185106,"chr21",35227409,35237858,"C21orf62,ENSG00000205929","ITSN1,ENSG00000205726","hg19","K562","5C",0,0,76,22955621
"chr21",34175993,34185106,"chr21",35242603,35256847,"C21orf62,ENSG00000205929","ITSN1,ENSG00000205726","hg19","K562","5C",0.000422443117402385,0.000422443117402385,41,22955621
"chr21",34920867,34927563,"chr21",34947297,34949753,"SON,ENSG00000159140","AP000304,ENSG00000268265","hg19","GM12878","5C",0,0,2679,22955621
"chr21",34920867,34927563,"chr21",34947297,34949753,"SON,ENSG00000159140","AP000304,ENSG00000268265","hg19","H1ESC","5C",0,0,2679,22955621
"chr21",34920867,34927563,"chr21",34947297,34949753,"SON,ENSG00000159140","AP000304,ENSG00000268265","hg19","HELA","5C",0,0,2679,22955621
"chr21",34920867,34927563,"chr21",34947297,34949753,"SON,ENSG00000159140","AP000304,ENSG00000268265","hg19","K562","5C",0,0,2679,22955621
"chr21",40565363,40575691,"chr21",40718004,40719183,"BRWD1,ENSG00000185658","HMGN1,ENSG00000205581","hg19","GM12878","5C",0.00603201684484843,0.00603201684484843,481,22955621
"chr21",40583765,40590917,"chr21",40718004,40719183,"BRWD1,ENSG00000185658","HMGN1,ENSG00000205581","hg19","GM12878","5C",2.68001848072704e-05,2.68001848072704e-05,725,22955621
"chr21",40583765,40590917,"chr21",40796857,40798340,"BRWD1,ENSG00000185658","WRB,ENSG00000182093","hg19","HELA","5C",0.00078123163020311,0.00078123163020311,772,22955621
"chr21",40718004,40719183,"chr21",40748850,40752541,"HMGN1,ENSG00000205581","WRB,ENSG00000182093","hg19","GM12878","5C",2.60259644334977e-05,2.60259644334977e-05,798,22955621
"chr21",40718004,40719183,"chr21",40748850,40752541,"HMGN1,ENSG00000205581","WRB,ENSG00000182093","hg19","H1ESC","5C",2.60259644334977e-05,2.60259644334977e-05,798,22955621
"chr21",40718004,40719183,"chr21",40748850,40752541,"HMGN1,ENSG00000205581","WRB,ENSG00000182093","hg19","HELA","5C",2.60259644334977e-05,2.60259644334977e-05,798,22955621
"chr22",31829733,31836635,"chr22",31978142,31983723,"EIF4ENIF1,ENSG00000184708","SFI1,ENSG00000198089","hg19","GM12878","5C",2.68480958470467e-07,2.68480958470467e-07,429,22955621
"chr22",31829733,31836635,"chr22",32012966,32043914,"EIF4ENIF1,ENSG00000184708","PISD,ENSG00000241878","hg19","GM12878","5C",5.30122981592527e-07,5.30122981592527e-07,207,22955621
"chr22",31829733,31836635,"chr22",32012966,32043914,"EIF4ENIF1,ENSG00000184708","PISD,ENSG00000241878","hg19","K562","5C",5.30122981592527e-07,5.30122981592527e-07,207,22955621
"chr22",31829733,31836635,"chr22",32162110,32166713,"EIF4ENIF1,ENSG00000184708","DEPDC5,ENSG00000100150","hg19","GM12878","5C",0.000508423052866529,0.000508423052866529,172,22955621
"chr22",31829733,31836635,"chr22",32338420,32342898,"EIF4ENIF1,ENSG00000184708","C22orf24,YWHAH,ENSG00000128254,ENSG00000128245","hg19","K562","5C",0.000127972456880139,0.000127972456880139,83,22955621
"chr22",31829733,31836635,"chr22",32764253,32784733,"EIF4ENIF1,ENSG00000184708","RFPL3S,ENSG00000205853","hg19","K562","5C",4.35731463140057e-06,4.35731463140057e-06,51,22955621
"chr22",31976153,31978142,"chr22",32162110,32166713,"SFI1,ENSG00000198089","DEPDC5,ENSG00000100150","hg19","HELA","5C",0.000854299341324539,0.000854299341324539,401,22955621
"chr22",32012966,32043914,"chr22",32846948,32860159,"PISD,ENSG00000241878","BPIFC,ENSG00000184459","hg19","K562","5C",4.66268937670538e-06,4.66268937670538e-06,94,22955621
"chr22",32102727,32109893,"chr22",32846948,32860159,"PRR14L,ENSG00000183530","BPIFC,ENSG00000184459","hg19","GM12878","5C",0.00158141017973039,0.00158141017973039,80,22955621
"chr22",32170492,32188129,"chr22",32846948,32860159,"DEPDC5,ENSG00000100150","BPIFC,ENSG00000184459","hg19","K562","5C",6.56752721503016e-07,6.56752721503016e-07,80,22955621
"chr22",32188129,32210582,"chr22",32846948,32860159,"DEPDC5,ENSG00000100150","BPIFC,ENSG00000184459","hg19","K562","5C",0.000995940328800146,0.000995940328800146,58,22955621
"chr22",32264718,32278135,"chr22",32846948,32860159,"DEPDC5,ENSG00000100150","BPIFC,ENSG00000184459","hg19","GM12878","5C",0.000345849497248543,0.000345849497248543,91,22955621
"chr22",32292186,32294405,"chr22",32846948,32860159,"DEPDC5,ENSG00000100150","BPIFC,ENSG00000184459","hg19","HELA","5C",0.00367768661054251,0.00367768661054251,178,22955621
"chr22",32342898,32343477,"chr22",32846948,32860159,"YWHAH,ENSG00000128245","BPIFC,ENSG00000184459","hg19","GM12878","5C",0.00192679744766344,0.00192679744766344,103,22955621
"chr22",32477762,32487457,"chr22",32846948,32860159,"SLC5A1,ENSG00000100170","BPIFC,ENSG00000184459","hg19","HELA","5C",2.20952354973453e-06,2.20952354973453e-06,384,22955621
"chr22",32477762,32487457,"chr22",32846948,32860159,"SLC5A1,ENSG00000100170","BPIFC,ENSG00000184459","hg19","K562","5C",2.20952354973453e-06,2.20952354973453e-06,384,22955621
"chr22",32740683,32750950,"chr22",32846948,32860159,"RFPL3,ENSG00000128276","BPIFC,ENSG00000184459","hg19","K562","5C",0.000904553896626099,0.000904553896626099,232,22955621
"chr22",32846948,32860159,"chr22",33190123,33206921,"BPIFC,ENSG00000184459","TIMP3,ENSG00000100234","hg19","K562","5C",0.00147998728309855,0.00147998728309855,109,22955621
"chr22",32846948,32860159,"chr22",33262063,33266567,"BPIFC,ENSG00000184459","SYN3,ENSG00000185666","hg19","HELA","5C",0.00340369470598352,0.00340369470598352,244,22955621
"chr22",32846948,32860159,"chr22",33339333,33353583,"BPIFC,ENSG00000184459","SYN3,ENSG00000185666","hg19","K562","5C",0.000525663181043097,0.000525663181043097,84,22955621
"chr22",32846948,32860159,"chr22",33452523,33459358,"BPIFC,ENSG00000184459","SYN3,ENSG00000185666","hg19","HELA","5C",5.49166879532747e-07,5.49166879532747e-07,349,22955621
"chr22",32846948,32860159,"chr22",33452523,33459358,"BPIFC,ENSG00000184459","SYN3,ENSG00000185666","hg19","K562","5C",5.49166879532747e-07,5.49166879532747e-07,349,22955621
"chr22",32920308,32927723,"chr22",33389304,33403028,"SYN3,ENSG00000185666","SYN3,ENSG00000185666","hg19","K562","5C",0,0,291,22955621
"chr7",115847372,115857098,"chr7",116339031,116340618,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","GM12878","5C",0,0,520,22955621
"chr7",115847372,115857098,"chr7",116339031,116340618,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","HELA","5C",0,0,520,22955621
"chr7",115847372,115857098,"chr7",116404429,116414428,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","HELA","5C",0,0,548,22955621
"chr7",115847372,115857098,"chr7",116416142,116418394,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","H1ESC","5C",0,0,601,22955621
"chr7",115847372,115857098,"chr7",116416142,116418394,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","HELA","5C",0,0,601,22955621
"chr7",115847372,115857098,"chr7",117341506,117356953,"TES,ENSG00000135269","CFTR,ENSG00000001626","hg19","HELA","5C",0.000154663804288193,0.000154663804288193,124,22955621
"chr7",115861595,115870968,"chr7",116339031,116340618,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","HELA","5C",0.0001381104850672,0.0001381104850672,283,22955621
"chr7",115861595,115870968,"chr7",116404429,116414428,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","HELA","5C",8.85767895333137e-07,8.85767895333137e-07,356,22955621
"chr7",115861595,115870968,"chr7",116404429,116414428,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","K562","5C",8.85767895333137e-07,8.85767895333137e-07,356,22955621
"chr7",115861595,115870968,"chr7",116416142,116418394,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","H1ESC","5C",1.41484430988606e-06,1.41484430988606e-06,109,22955621
"chr7",115861595,115870968,"chr7",117341506,117356953,"TES,ENSG00000135269","CFTR,ENSG00000001626","hg19","HELA","5C",3.12365031212667e-08,3.12365031212667e-08,198,22955621
"chr7",115890993,115892266,"chr7",116339031,116340618,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","H1ESC","5C",4.76778392608553e-07,4.76778392608553e-07,124,22955621
"chr7",115890993,115892266,"chr7",116404429,116414428,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","HELA","5C",0.000273453450263708,0.000273453450263708,263,22955621
"chr7",115890993,115892266,"chr7",116416142,116418394,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","GM12878","5C",0,0,370,22955621
"chr7",115890993,115892266,"chr7",116416142,116418394,"TES,ENSG00000135269","MET,ENSG00000105976","hg19","H1ESC","5C",0,0,370,22955621
"chr7",115890993,115892266,"chr7",116547624,116551247,"TES,ENSG00000135269","CAPZA2,ENSG00000198898","hg19","GM12878","5C",7.57832481642275e-08,7.57832481642275e-08,106,22955621
"chr7",115890993,115892266,"chr7",116547624,116551247,"TES,ENSG00000135269","CAPZA2,ENSG00000198898","hg19","H1ESC","5C",7.57832481642275e-08,7.57832481642275e-08,106,22955621
"chr7",115890993,115892266,"chr7",117326534,117332210,"TES,ENSG00000135269","CFTR,ENSG00000001626","hg19","H1ESC","5C",0,0,92,22955621
"chr7",115890993,115892266,"chr7",117341506,117356953,"TES,ENSG00000135269","CFTR,ENSG00000001626","hg19","H1ESC","5C",0,0,65,22955621
"chr7",115890993,115892266,"chr7",117341506,117356953,"TES,ENSG00000135269","CFTR,ENSG00000001626","hg19","HELA","5C",0,0,65,22955621
"chr7",116307511,116321259,"chr7",116339031,116340618,"MET,ENSG00000105976","MET,ENSG00000105976","hg19","HELA","5C",2.82182459044783e-05,2.82182459044783e-05,1353,22955621
"chr7",116307511,116321259,"chr7",117326534,117332210,"MET,ENSG00000105976","CFTR,ENSG00000001626","hg19","HELA","5C",0.000161961584011829,0.000161961584011829,155,22955621
"chr7",116307511,116321259,"chr7",117341506,117356953,"MET,ENSG00000105976","CFTR,ENSG00000001626","hg19","HELA","5C",4.70869013736344e-06,4.70869013736344e-06,195,22955621
"chr7",116339031,116340618,"chr7",116434729,116454408,"MET,ENSG00000105976","CAPZA2,ENSG00000198898","hg19","HELA","5C",0.000250081118232056,0.000250081118232056,627,22955621
